
|Genbank ID|ST|cpn60|fusA|gltA|pyrG|recA|rplB|rpoB|
|GCA_014880415.1_ASM1488041v1|2|2|2|2|2|2|2|2|
|GCA_014880435.1_ASM1488043v1|2|2|2|2|2|2|2|2|
|GCA_014880445.1_ASM1488044v1|2|2|2|2|2|2|2|2|
|GCA_014880465.1_ASM1488046v1|2|2|2|2|2|2|2|2|
|GCA_014880475.1_ASM1488047v1|2|2|2|2|2|2|2|2|
|GCA_014880515.1_ASM1488051v1|1088|1|1|1|2|65|1|4|
|GCA_014880525.1_ASM1488052v1|2|2|2|2|2|2|2|2|
|GCA_014880555.1_ASM1488055v1|2|2|2|2|2|2|2|2|
|GCA_014880565.1_ASM1488056v1|2|2|2|2|2|2|2|2|
|GCA_014880595.1_ASM1488059v1|2|2|2|2|2|2|2|2|
|GCA_014880605.1_ASM1488060v1|2|2|2|2|2|2|2|2|
|GCA_014880635.1_ASM1488063v1|2|2|2|2|2|2|2|2|
|GCA_014880655.1_ASM1488065v1|2|2|2|2|2|2|2|2|
|GCA_014880665.1_ASM1488066v1|2|2|2|2|2|2|2|2|
|GCA_014880675.1_ASM1488067v1|2|2|2|2|2|2|2|2|
|GCA_014880685.1_ASM1488068v1|2|2|2|2|2|2|2|2|
|GCA_014880735.1_ASM1488073v1|79|26|2|2|2|29|4|5|
|GCA_014880745.1_ASM1488074v1|2|2|2|2|2|2|2|2|
|GCA_014880755.1_ASM1488075v1|2|2|2|2|2|2|2|2|
|GCA_014880785.1_ASM1488078v1|2|2|2|2|2|2|2|2|
|GCA_014880815.1_ASM1488081v1|2|2|2|2|2|2|2|2|
|GCA_014880835.1_ASM1488083v1|2|2|2|2|2|2|2|2|
|GCA_014880845.1_ASM1488084v1|2|2|2|2|2|2|2|2|
|GCA_014880855.1_ASM1488085v1|2|2|2|2|2|2|2|2|
|GCA_014880865.1_ASM1488086v1|499|5|2|39|2|3|1|5|
|GCA_014880915.1_ASM1488091v1|2|2|2|2|2|2|2|2|
|GCA_014880935.1_ASM1488093v1|2|2|2|2|2|2|2|2|
|GCA_014880945.1_ASM1488094v1|2|2|2|2|2|2|2|2|
|GCA_014880955.1_ASM1488095v1|2|2|2|2|2|2|2|2|
|GCA_014880975.1_ASM1488097v1|2|2|2|2|2|2|2|2|
|GCA_014881005.1_ASM1488100v1|499|5|2|39|2|3|1|5|
|GCA_014881035.1_ASM1488103v1|2|2|2|2|2|2|2|2|
|GCA_014881045.1_ASM1488104v1|2|2|2|2|2|2|2|2|
|GCA_014881055.2_ASM1488105v2|2|2|2|2|2|2|2|2|
|GCA_014881085.1_ASM1488108v1|2|2|2|2|2|2|2|2|
|GCA_014881115.1_ASM1488111v1|1088|1|1|1|2|65|1|4|
|GCA_014881125.1_ASM1488112v1|1088|1|1|1|2|65|1|4|
|GCA_014881155.1_ASM1488115v1|2|2|2|2|2|2|2|2|
|GCA_014881165.1_ASM1488116v1|1562|1|227|1|2|65|1|5|
|GCA_014881195.1_ASM1488119v1|195|2|2|2|2|2|1|2|
|GCA_014881205.1_ASM1488120v1|1091|1|153|1|2|65|1|5|
|GCA_014881235.1_ASM1488123v1|2|2|2|2|2|2|2|2|
|GCA_014881245.1_ASM1488124v1|46|5|12|11|2|14|9|14|
|GCA_014881275.1_ASM1488127v1|499|5|2|39|2|3|1|5|
|GCA_014881295.1_ASM1488129v1|2|2|2|2|2|2|2|2|
|GCA_014881305.1_ASM1488130v1|2|2|2|2|2|2|2|2|
|GCA_014881315.1_ASM1488131v1|2|2|2|2|2|2|2|2|
|GCA_014881325.1_ASM1488132v1|2|2|2|2|2|2|2|2|
|GCA_014881375.1_ASM1488137v1|2|2|2|2|2|2|2|2|
|GCA_014881395.1_ASM1488139v1|2|2|2|2|2|2|2|2|
|GCA_014881405.1_ASM1488140v1|2|2|2|2|2|2|2|2|
|GCA_014881415.1_ASM1488141v1|2|2|2|2|2|2|2|2|
|GCA_014881445.1_ASM1488144v1|2|2|2|2|2|2|2|2|
|GCA_014881465.1_ASM1488146v1|1573|2|228|2|2|2|2|2|
|GCA_014881495.1_ASM1488149v1|2|2|2|2|2|2|2|2|
|GCA_014881505.1_ASM1488150v1|2|2|2|2|2|2|2|2|
|GCA_014881525.1_ASM1488152v1|2|2|2|2|2|2|2|2|
|GCA_014881545.1_ASM1488154v1|2|2|2|2|2|2|2|2|
|GCA_014881575.1_ASM1488157v1|2|2|2|2|2|2|2|2|
|GCA_014881595.1_ASM1488159v1|499|5|2|39|2|3|1|5|
|GCA_014881615.1_ASM1488161v1|-|5|2|-|2|3|1|5|
|GCA_014881625.1_ASM1488162v1|499|5|2|39|2|3|1|5|
|GCA_014881635.1_ASM1488163v1|499|5|2|39|2|3|1|5|
|GCA_014881675.1_ASM1488167v1|499|5|2|39|2|3|1|5|
|GCA_014881695.1_ASM1488169v1|499|5|2|39|2|3|1|5|
|GCA_014881705.1_ASM1488170v1|499|5|2|39|2|3|1|5|
|GCA_014881715.1_ASM1488171v1|499|5|2|39|2|3|1|5|
|GCA_014881755.1_ASM1488175v1|499|5|2|39|2|3|1|5|
|GCA_014881775.1_ASM1488177v1|499|5|2|39|2|3|1|5|
|GCA_014881795.1_ASM1488179v1|499|5|2|39|2|3|1|5|
|GCA_014881805.1_ASM1488180v1|499|5|2|39|2|3|1|5|
|GCA_014881835.1_ASM1488183v1|499|5|2|39|2|3|1|5|
|GCA_014881855.1_ASM1488185v1|2|2|2|2|2|2|2|2|
|GCA_014881865.1_ASM1488186v1|2|2|2|2|2|2|2|2|
|GCA_014881895.1_ASM1488189v1|2|2|2|2|2|2|2|2|
|GCA_014881905.1_ASM1488190v1|2|2|2|2|2|2|2|2|
|GCA_014881935.1_ASM1488193v1|2|2|2|2|2|2|2|2|
|GCA_014881945.1_ASM1488194v1|2|2|2|2|2|2|2|2|
|GCA_014881975.1_ASM1488197v1|2|2|2|2|2|2|2|2|
|GCA_014881985.1_ASM1488198v1|2|2|2|2|2|2|2|2|
|GCA_014882015.1_ASM1488201v1|2|2|2|2|2|2|2|2|
|GCA_014882025.1_ASM1488202v1|2|2|2|2|2|2|2|2|
|GCA_014882035.1_ASM1488203v1|2|2|2|2|2|2|2|2|
|GCA_014882075.1_ASM1488207v1|2|2|2|2|2|2|2|2|
|GCA_014882095.1_ASM1488209v1|2|2|2|2|2|2|2|2|
|GCA_014882115.1_ASM1488211v1|2|2|2|2|2|2|2|2|
|GCA_014882125.1_ASM1488212v1|2|2|2|2|2|2|2|2|
|GCA_014882135.1_ASM1488213v1|2|2|2|2|2|2|2|2|
|GCA_014882145.1_ASM1488214v1|2|2|2|2|2|2|2|2|
|GCA_014882195.1_ASM1488219v1|2|2|2|2|2|2|2|2|
|GCA_014882215.1_ASM1488221v1|2|2|2|2|2|2|2|2|
|GCA_014882235.1_ASM1488223v1|2|2|2|2|2|2|2|2|
|GCA_014882245.1_ASM1488224v1|2|2|2|2|2|2|2|2|
|GCA_014882275.1_ASM1488227v1|2|2|2|2|2|2|2|2|
|GCA_014882285.1_ASM1488228v1|2|2|2|2|2|2|2|2|
|GCA_014882295.1_ASM1488229v1|2|2|2|2|2|2|2|2|
|GCA_014882325.1_ASM1488232v1|2|2|2|2|2|2|2|2|
|GCA_014882355.1_ASM1488235v1|79|26|2|2|2|29|4|5|
|GCA_014882365.1_ASM1488236v1|2|2|2|2|2|2|2|2|
|GCA_014882395.1_ASM1488239v1|2|2|2|2|2|2|2|2|
|GCA_014882405.1_ASM1488240v1|229|3|3|51|2|28|1|3|
|GCA_014882435.1_ASM1488243v1|2|2|2|2|2|2|2|2|
|GCA_014882455.1_ASM1488245v1|2|2|2|2|2|2|2|2|
|GCA_014882475.1_ASM1488247v1|2|2|2|2|2|2|2|2|
|GCA_014882485.1_ASM1488248v1|2|2|2|2|2|2|2|2|
|GCA_014882515.1_ASM1488251v1|2|2|2|2|2|2|2|2|
|GCA_014882555.1_ASM1488255v1|2|2|2|2|2|2|2|2|
|GCA_014882575.1_ASM1488257v1|2|2|2|2|2|2|2|2|
|GCA_014882605.1_ASM1488260v1|2|2|2|2|2|2|2|2|
|GCA_014882625.1_ASM1488262v1|2|2|2|2|2|2|2|2|
|GCA_014882655.1_ASM1488265v1|2|2|2|2|2|2|2|2|
|GCA_014882665.1_ASM1488266v1|2|2|2|2|2|2|2|2|
|GCA_014882685.1_ASM1488268v1|2|2|2|2|2|2|2|2|
|GCA_014882705.1_ASM1488270v1|2|2|2|2|2|2|2|2|
|GCA_014882735.1_ASM1488273v1|2|2|2|2|2|2|2|2|
|GCA_014882755.1_ASM1488275v1|2|2|2|2|2|2|2|2|
|GCA_014882765.1_ASM1488276v1|2|2|2|2|2|2|2|2|
|GCA_014882795.1_ASM1488279v1|2|2|2|2|2|2|2|2|
|GCA_014882805.2_ASM1488280v2|2|2|2|2|2|2|2|2|
|GCA_014882835.1_ASM1488283v1|2|2|2|2|2|2|2|2|
|GCA_014882855.1_ASM1488285v1|2|2|2|2|2|2|2|2|
|GCA_014882865.1_ASM1488286v1|2|2|2|2|2|2|2|2|
|GCA_014882875.1_ASM1488287v1|2|2|2|2|2|2|2|2|
|GCA_014882895.1_ASM1488289v1|2|2|2|2|2|2|2|2|
|GCA_014882925.1_ASM1488292v1|2|2|2|2|2|2|2|2|
|GCA_014882955.1_ASM1488295v1|2|2|2|2|2|2|2|2|
|GCA_014882965.1_ASM1488296v1|2|2|2|2|2|2|2|2|
|GCA_014882975.1_ASM1488297v1|2|2|2|2|2|2|2|2|
|GCA_014882995.1_ASM1488299v1|2|2|2|2|2|2|2|2|
|GCA_014883035.1_ASM1488303v1|2|2|2|2|2|2|2|2|
|GCA_014883045.1_ASM1488304v1|2|2|2|2|2|2|2|2|
|GCA_014883075.1_ASM1488307v1|2|2|2|2|2|2|2|2|
|GCA_014883095.1_ASM1488309v1|2|2|2|2|2|2|2|2|
|GCA_014883115.1_ASM1488311v1|2|2|2|2|2|2|2|2|
|GCA_014883155.1_ASM1488315v1|2|2|2|2|2|2|2|2|
|GCA_015356075.1_ASM1535607v1|-|50|160?|6?|1|3|4|4|
|GCA_015832155.1_ASM1583215v1|85|5|2|4|1|3|3|4|
|GCA_016055375.1_ASM1605537v1|79|26|2|2|2|29|4|5|
|GCA_016470275.1_PDT000908016.1|2|2|2|2|2|2|2|2|
|GCA_016470295.1_PDT000908014.1|2|2|2|2|2|2|2|2|
|GCA_016470315.1_PDT000908015.1|78|25|3|6|2|28|1|29|
|GCA_016470355.1_PDT000908013.1|2|2|2|2|2|2|2|2|
|GCA_016470395.1_PDT000908012.1|2|2|2|2|2|2|2|2|
|GCA_016470415.1_PDT000908010.1|2|2|2|2|2|2|2|2|
|GCA_016470435.1_PDT000908005.1|1091|1|153|1|2|65|1|5|
|GCA_016470455.1_PDT000908003.1|499|5|2|39|2|3|1|5|
|GCA_016470475.1_PDT000908006.1|2|2|2|2|2|2|2|2|
|GCA_016470495.1_PDT000908004.1|2|2|2|2|2|2|2|2|
|GCA_016470515.1_PDT000908008.1|2|2|2|2|2|2|2|2|
|GCA_016470535.1_PDT000908009.1|2|2|2|2|2|2|2|2|
|GCA_016470555.1_PDT000908000.1|2|2|2|2|2|2|2|2|
|GCA_016470575.1_PDT000908007.1|2|2|2|2|2|2|2|2|
|GCA_016470585.1_PDT000908001.1|2|2|2|2|2|2|2|2|
|GCA_016470615.1_PDT000908002.1|2|2|2|2|2|2|2|2|
|GCA_016470635.1_PDT000907999.1|2|2|2|2|2|2|2|2|
|GCA_016470655.1_PDT000907998.1|2|2|2|2|2|2|2|2|
|GCA_016470675.1_PDT000907987.1|2|2|2|2|2|2|2|2|
|GCA_016470695.1_PDT000907989.1|2|2|2|2|2|2|2|2|
|GCA_016470715.1_PDT000901891.1|1142|34|4|37|1|5|6|36|
|GCA_016470735.1_PDT000907988.1|2|2|2|2|2|2|2|2|
|GCA_016470755.1_PDT000907997.1|2|2|2|2|2|2|2|2|
|GCA_016470775.1_PDT000907995.1|2|2|2|2|2|2|2|2|
|GCA_016470795.1_PDT000907994.1|499|5|2|39|2|3|1|5|
|GCA_016470815.1_PDT000907996.1|-|26|2|55|1|43|82|5|
|GCA_016470835.1_PDT000907992.1|499|5|2|39|2|3|1|5|
|GCA_016470855.1_PDT000907991.1|-|26|2|55|1|43|82|5|
|GCA_016470875.1_PDT000907993.1|2|2|2|2|2|2|2|2|
|GCA_016470895.1_PDT000907990.1|2|2|2|2|2|2|2|2|
|GCA_016470915.1_PDT000901864.1|1142|34|4|37|1|5|6|36|
|GCA_016470935.1_PDT000899566.1|2|2|2|2|2|2|2|2|
|GCA_016470955.1_PDT000901842.1|1142|34|4|37|1|5|6|36|
|GCA_016470975.1_PDT000901811.1|1142|34|4|37|1|5|6|36|
|GCA_016470995.1_PDT000901810.1|1142|34|4|37|1|5|6|36|
|GCA_016471015.1_PDT000901890.1|1142|34|4|37|1|5|6|36|
|GCA_016471035.1_PDT000901879.1|1142|34|4|37|1|5|6|36|
|GCA_016471055.1_PDT000901860.1|1142|34|4|37|1|5|6|36|
|GCA_016471075.1_PDT000901843.1|2|2|2|2|2|2|2|2|
|GCA_016471095.1_PDT000901855.1|499|5|2|39|2|3|1|5|
|GCA_016471115.1_PDT000901874.1|1142|34|4|37|1|5|6|36|
|GCA_016471135.1_PDT000899562.1|2|2|2|2|2|2|2|2|
|GCA_016471155.1_PDT000899238.1|2|2|2|2|2|2|2|2|
|GCA_016471175.1_PDT000899435.1|2|2|2|2|2|2|2|2|
|GCA_016471195.1_PDT000899236.1|499|5|2|39|2|3|1|5|
|GCA_016471215.1_PDT000899239.1|2|2|2|2|2|2|2|2|
|GCA_016471235.1_PDT000899240.1|2|2|2|2|2|2|2|2|
|GCA_016471255.1_PDT000899450.1|2|2|2|2|2|2|2|2|
|GCA_016471275.1_PDT000899447.1|499|5|2|39|2|3|1|5|
|GCA_016471295.1_PDT000899234.1|2|2|2|2|2|2|2|2|
|GCA_016471315.1_PDT000899230.1|2|2|2|2|2|2|2|2|
|GCA_016471335.1_PDT000899229.1|2|2|2|2|2|2|2|2|
|GCA_016471355.1_PDT000899228.1|2|2|2|2|2|2|2|2|
|GCA_016471395.1_PDT000899214.1|2|2|2|2|2|2|2|2|
|GCA_016471415.1_PDT000899220.1|499|5|2|39|2|3|1|5|
|GCA_016471435.1_PDT000899227.1|499|5|2|39|2|3|1|5|
|GCA_016471455.1_PDT000899211.1|2|2|2|2|2|2|2|2|
|GCA_016471475.1_PDT000899219.1|2|2|2|2|2|2|2|2|
|GCA_016471495.1_PDT000899208.1|2|2|2|2|2|2|2|2|
|GCA_016471515.1_PDT000899210.1|2|2|2|2|2|2|2|2|
|GCA_016471535.1_PDT000899206.1|2|2|2|2|2|2|2|2|
|GCA_016471555.1_PDT000899207.1|2|2|2|2|2|2|2|2|
|GCA_016471575.1_PDT000899209.1|2|2|2|2|2|2|2|2|
|GCA_016471595.1_PDT000899204.1|2|2|2|2|2|2|2|2|
|GCA_016471615.1_PDT000899205.1|2|2|2|2|2|2|2|2|
|GCA_016471635.1_PDT000899162.1|2|2|2|2|2|2|2|2|
|GCA_016471655.1_PDT000899163.1|2|2|2|2|2|2|2|2|
|GCA_016471675.1_PDT000899194.1|2|2|2|2|2|2|2|2|
|GCA_016471695.1_PDT000899169.1|2|2|2|2|2|2|2|2|
|GCA_016471715.1_PDT000899192.1|2|2|2|2|2|2|2|2|
|GCA_016471735.1_PDT000899202.1|2|2|2|2|2|2|2|2|
|GCA_016471755.1_PDT000899158.1|2|2|2|2|2|2|2|2|
|GCA_016471775.1_PDT000899201.1|2|2|2|2|2|2|2|2|
|GCA_016471795.1_PDT000899199.1|2|2|2|2|2|2|2|2|
|GCA_016471815.1_PDT000899195.1|499|5|2|39|2|3|1|5|
|GCA_016471835.1_PDT000899151.1|2|2|2|2|2|2|2|2|
|GCA_016471855.1_PDT000899149.1|2|2|2|2|2|2|2|2|
|GCA_016471875.1_PDT000899148.1|2|2|2|2|2|2|2|2|
|GCA_016471885.1_PDT000899144.1|1142|34|4|37|1|5|6|36|
|GCA_016471895.1_PDT000899150.1|2|2|2|2|2|2|2|2|
|GCA_016471915.1_PDT000899147.1|2|2|2|2|2|2|2|2|
|GCA_016471955.1_PDT000899136.1|2|2|2|2|2|2|2|2|
|GCA_016471975.1_PDT000899129.1|2|2|2|2|2|2|2|2|
|GCA_016471995.1_PDT000899121.1|2|2|2|2|2|2|2|2|
|GCA_016472015.1_PDT000899120.1|15|6|6|8|2|3|5|4|
|GCA_016472035.1_PDT000899125.1|1142|34|4|37|1|5|6|36|
|GCA_016472055.1_PDT000899118.1|2|2|2|2|2|2|2|2|
|GCA_016472075.1_PDT000899114.1|2|2|2|2|2|2|2|2|
|GCA_016472095.1_PDT000899111.1|2|2|2|2|2|2|2|2|
|GCA_016472115.1_PDT000899116.1|2|2|2|2|2|2|2|2|
|GCA_016472135.1_PDT000899117.1|2|2|2|2|2|2|2|2|
|GCA_016472155.1_PDT000899112.1|2|2|2|2|2|2|2|2|
|GCA_016472175.1_PDT000899090.1|2|2|2|2|2|2|2|2|
|GCA_016472195.1_PDT000899096.1|16|7|7|2|2|8|4|4|
|GCA_016472215.1_PDT000899093.1|2|2|2|2|2|2|2|2|
|GCA_016472235.1_PDT000899110.1|2|2|2|2|2|2|2|2|
|GCA_016472255.1_PDT000899091.1|46|5|12|11|2|14|9|14|
|GCA_016472275.1_PDT000899077.1|2|2|2|2|2|2|2|2|
|GCA_016472295.1_PDT000899088.1|2|2|2|2|2|2|2|2|
|GCA_016472315.1_PDT000899078.1|499|5|2|39|2|3|1|5|
|GCA_016472335.1_PDT000899072.1|2|2|2|2|2|2|2|2|
|GCA_016472355.1_PDT000899082.1|2|2|2|2|2|2|2|2|
|GCA_016472375.1_PDT000899040.1|2|2|2|2|2|2|2|2|
|GCA_016472395.1_PDT000899068.1|1142|34|4|37|1|5|6|36|
|GCA_016472415.1_PDT000899066.1|2|2|2|2|2|2|2|2|
|GCA_016472435.1_PDT000899067.1|1142|34|4|37|1|5|6|36|
|GCA_016472455.1_PDT000899047.1|2|2|2|2|2|2|2|2|
|GCA_016472475.1_PDT000899026.1|1142|34|4|37|1|5|6|36|
|GCA_016472495.1_PDT000898430.1|1|1|1|1|1|5|1|1|
|GCA_016472505.1_PDT000898429.1|2|2|2|2|2|2|2|2|
|GCA_016472535.1_PDT000898516.1|2|2|2|2|2|2|2|2|
|GCA_016472555.1_PDT000898324.1|2|2|2|2|2|2|2|2|
|GCA_016472575.1_PDT000898432.1|-|7|7|2|2|8|4|2|
|GCA_016472595.1_PDT000898322.1|2|2|2|2|2|2|2|2|
|GCA_016472615.1_PDT000898323.1|2|2|2|2|2|2|2|2|
|GCA_016472635.1_PDT000898321.1|2|2|2|2|2|2|2|2|
|GCA_016472655.1_PDT000898320.1|2|2|2|2|2|2|2|2|
|GCA_016472675.1_PDT000898456.1|2|2|2|2|2|2|2|2|
|GCA_016472695.1_PDT000897753.1|499|5|2|39|2|3|1|5|
|GCA_016472715.1_PDT000897989.1|2|2|2|2|2|2|2|2|
|GCA_016472735.1_PDT000897746.1|2|2|2|2|2|2|2|2|
|GCA_016472755.1_PDT000897752.1|499|5|2|39|2|3|1|5|
|GCA_016472765.1_PDT000897738.1|2|2|2|2|2|2|2|2|
|GCA_016472795.1_PDT000898143.1|2|2|2|2|2|2|2|2|
|GCA_016472815.1_PDT000897997.1|499|5|2|39|2|3|1|5|
|GCA_016472835.1_PDT000897990.1|113|3|3|3|4|7|4|4|
|GCA_016472855.1_PDT000897580.1|499|5|2|39|2|3|1|5|
|GCA_016472875.1_PDT000897735.1|2|2|2|2|2|2|2|2|
|GCA_016472895.1_PDT000897579.1|2|2|2|2|2|2|2|2|
|GCA_016472915.1_PDT000897569.1|1|1|1|1|1|5|1|1|
|GCA_016472935.1_PDT000897567.1|2|2|2|2|2|2|2|2|
|GCA_016472955.1_PDT000897578.1|499|5|2|39|2|3|1|5|
|GCA_016472975.1_PDT000897589.1|2|2|2|2|2|2|2|2|
|GCA_016472995.1_PDT000897577.1|2|2|2|2|2|2|2|2|
|GCA_016473015.1_PDT000897568.1|16|7|7|2|2|8|4|4|
|GCA_016473035.1_PDT000897734.1|2|2|2|2|2|2|2|2|
|GCA_016473045.1_PDT000897566.1|2|2|2|2|2|2|2|2|
|GCA_016473075.1_PDT000897565.1|2|2|2|2|2|2|2|2|
|GCA_016473095.1_PDT000897559.1|2|2|2|2|2|2|2|2|
|GCA_016473115.1_PDT000897557.1|187|2|2|2|2|2|2|43|
|GCA_016473135.1_PDT000897560.1|2|2|2|2|2|2|2|2|
|GCA_016473155.1_PDT000897558.1|-|7|7|2|2|8|4|2|
|GCA_016473175.1_PDT000897564.1|2|2|2|2|2|2|2|2|
|GCA_016473195.1_PDT000897561.1|2|2|2|2|2|2|2|2|
|GCA_016473215.1_PDT000897562.1|2|2|2|2|2|2|2|2|
|GCA_016473235.1_PDT000897554.1|-|7|7|2|2|8|4|2|
|GCA_016473255.1_PDT000897563.1|-|7|7|2|2|8|4|2|
|GCA_016473275.1_PDT000897555.1|-|7|7|2|2|8|4|2|
|GCA_016473295.1_PDT000897553.1|2|2|2|2|2|2|2|2|
|GCA_016473315.1_PDT000893905.1|2|2|2|2|2|2|2|2|
|GCA_016473335.1_PDT000893902.1|2|2|2|2|2|2|2|2|
|GCA_016473355.1_PDT000893786.1|16|7|7|2|2|8|4|4|
|GCA_016473375.1_PDT000893900.1|25|3|3|2|4|7|2|4|
|GCA_016473385.1_PDT000893904.1|25|3|3|2|4|7|2|4|
|GCA_016473415.1_PDT000897255.1|2|2|2|2|2|2|2|2|
|GCA_016473435.1_PDT000897552.1|2|2|2|2|2|2|2|2|
|GCA_016473455.1_PDT000897254.1|-|7|7|2|2|8|4|2|
|GCA_016473475.1_PDT000893785.1|16|7|7|2|2|8|4|4|
|GCA_016473495.1_PDT000897253.1|-|7|7|2|2|8|4|2|
|GCA_016473515.1_PDT000893764.1|2|2|2|2|2|2|2|2|
|GCA_016473535.1_PDT000893783.1|2|2|2|2|2|2|2|2|
|GCA_016473555.1_PDT000893765.1|2|2|2|2|2|2|2|2|
|GCA_016473575.1_PDT000893766.1|2|2|2|2|2|2|2|2|
|GCA_016473595.1_PDT000893784.1|2|2|2|2|2|2|2|2|
|GCA_016473615.1_PDT000893763.1|499|5|2|39|2|3|1|5|
|GCA_016473635.1_PDT000893748.1|2|2|2|2|2|2|2|2|
|GCA_016473655.1_PDT000893767.1|2|2|2|2|2|2|2|2|
|GCA_016473675.1_PDT000893725.1|2|2|2|2|2|2|2|2|
|GCA_016473695.1_PDT000893755.1|2|2|2|2|2|2|2|2|
|GCA_016473715.1_PDT000893718.1|2|2|2|2|2|2|2|2|
|GCA_016473735.1_PDT000893720.1|499|5|2|39|2|3|1|5|
|GCA_016473755.1_PDT000893701.1|2|2|2|2|2|2|2|2|
|GCA_016473775.1_PDT000893711.1|2|2|2|2|2|2|2|2|
|GCA_016473795.1_PDT000893666.1|2|2|2|2|2|2|2|2|
|GCA_016473815.1_PDT000893717.1|2|2|2|2|2|2|2|2|
|GCA_016473835.1_PDT000893710.1|2|2|2|2|2|2|2|2|
|GCA_016473855.1_PDT000893708.1|250|50|3|6|1|3|4|4|
|GCA_016473875.1_PDT000893707.1|2|2|2|2|2|2|2|2|
|GCA_016473895.1_PDT000893706.1|2|2|2|2|2|2|2|2|
|GCA_016473915.1_PDT000893660.1|2|2|2|2|2|2|2|2|
|GCA_016473935.1_PDT000893657.1|2|2|2|2|2|2|2|2|
|GCA_016473955.1_PDT000893264.1|229|3|3|51|2|28|1|3|
|GCA_016473975.1_PDT000893518.1|2|2|2|2|2|2|2|2|
|GCA_016473995.1_PDT000893651.1|2|2|2|2|2|2|2|2|
|GCA_016474015.1_PDT000893650.1|250|50|3|6|1|3|4|4|
|GCA_016474025.1_PDT000893523.1|2|2|2|2|2|2|2|2|
|GCA_016474055.1_PDT000893499.1|499|5|2|39|2|3|1|5|
|GCA_016474075.1_PDT000893257.1|2|2|2|2|2|2|2|2|
|GCA_016474095.1_PDT000893259.1|2|2|2|2|2|2|2|2|
|GCA_016474105.1_PDT000893494.1|2|2|2|2|2|2|2|2|
|GCA_016474135.1_PDT000893258.1|-|5|2|39|2|28|1|5|
|GCA_016474155.1_PDT000893256.1|2|2|2|2|2|2|2|2|
|GCA_016474175.1_PDT000893255.1|2|2|2|2|2|2|2|2|
|GCA_016474195.1_PDT000893189.1|2|2|2|2|2|2|2|2|
|GCA_016474215.1_PDT000893183.1|636|2|1|2|2|2|1|1|
|GCA_016474235.1_PDT000893188.1|2|2|2|2|2|2|2|2|
|GCA_016474255.1_PDT000893187.1|636|2|1|2|2|2|1|1|
|GCA_016474275.1_PDT000893254.1|2|2|2|2|2|2|2|2|
|GCA_016474295.1_PDT000893253.1|229|3|3|51|2|28|1|3|
|GCA_016474315.1_PDT000893192.1|636|2|1|2|2|2|1|1|
|GCA_016474335.1_PDT000893190.1|492|2|3|2|2|2|2|2|
|GCA_016474355.1_PDT000893191.1|2|2|2|2|2|2|2|2|
|GCA_016474375.1_PDT000893193.1|1|1|1|1|1|5|1|1|
|GCA_016474395.1_PDT000893186.1|492|2|3|2|2|2|2|2|
|GCA_016474415.1_PDT000893185.1|636|2|1|2|2|2|1|1|
|GCA_016474435.1_PDT000893179.1|636|2|1|2|2|2|1|1|
|GCA_016474455.1_PDT000893177.1|45|2|6|2|2|2|2|2|
|GCA_016474465.1_PDT000893176.1|45|2|6|2|2|2|2|2|
|GCA_016474495.1_PDT000893178.1|636|2|1|2|2|2|1|1|
|GCA_016474515.1_PDT000893180.1|636|2|1|2|2|2|1|1|
|GCA_016474535.1_PDT000893181.1|2|2|2|2|2|2|2|2|
|GCA_016474555.1_PDT000893182.1|636|2|1|2|2|2|1|1|
|GCA_016474575.1_PDT000893175.1|1|1|1|1|1|5|1|1|
|GCA_016474585.1_PDT000893174.1|2|2|2|2|2|2|2|2|
|GCA_016474615.1_PDT000893173.1|2|2|2|2|2|2|2|2|
|GCA_016474635.1_PDT000893168.1|2|2|2|2|2|2|2|2|
|GCA_016474655.1_PDT000893167.1|164|40|3|7|2|40|4|4|
|GCA_016474675.1_PDT000893165.1|164|40|3|7|2|40|4|4|
|GCA_016474695.1_PDT000893169.1|2|2|2|2|2|2|2|2|
|GCA_016474705.1_PDT000893166.1|164|40|3|7|2|40|4|4|
|GCA_016474735.1_PDT000893172.1|79|26|2|2|2|29|4|5|
|GCA_016474755.1_PDT000893161.1|16|7|7|2|2|8|4|4|
|GCA_016474775.1_PDT000893171.1|2|2|2|2|2|2|2|2|
|GCA_016474795.1_PDT000893162.1|23|1|3|10|1|4|4|4|
|GCA_016474815.1_PDT000892377.1|2|2|2|2|2|2|2|2|
|GCA_016474835.1_PDT000892371.1|2|2|2|2|2|2|2|2|
|GCA_016474865.1_PDT000888243.1|2|2|2|2|2|2|2|2|
|GCA_016474885.1_PDT000888238.1|2|2|2|2|2|2|2|2|
|GCA_016474905.1_PDT000888242.1|2|2|2|2|2|2|2|2|
|GCA_016474925.1_PDT000888241.1|2|2|2|2|2|2|2|2|
|GCA_016474945.1_PDT000888244.1|2|2|2|2|2|2|2|2|
|GCA_016474965.1_PDT000888237.1|78|25|3|6|2|28|1|29|
|GCA_016474995.1_PDT000891308.1|2|2|2|2|2|2|2|2|
|GCA_016475025.1_PDT000888245.1|78|25|3|6|2|28|1|29|
|GCA_016475105.1_PDT000869962.1|2|2|2|2|2|2|2|2|
|GCA_016475125.1_PDT000869963.1|2|2|2|2|2|2|2|2|
|GCA_016475165.1_PDT000869961.1|499|5|2|39|2|3|1|5|
|GCA_016475185.1_PDT000868671.1|2|2|2|2|2|2|2|2|
