
|Genbank ID|ST|cpn60|fusA|gltA|pyrG|recA|rplB|rpoB|
|GCA_007999345.1_ASM799934v1|2|2|2|2|2|2|2|2|
|GCA_007999365.1_ASM799936v1|2|2|2|2|2|2|2|2|
|GCA_007999405.1_ASM799940v1|2|2|2|2|2|2|2|2|
|GCA_007999425.1_ASM799942v1|2|2|2|2|2|2|2|2|
|GCA_007999465.1_ASM799946v1|2|2|2|2|2|2|2|2|
|GCA_007999485.1_ASM799948v1|2|2|2|2|2|2|2|2|
|GCA_007999515.1_ASM799951v1|2|2|2|2|2|2|2|2|
|GCA_007999525.1_ASM799952v1|2|2|2|2|2|2|2|2|
|GCA_007999555.1_ASM799955v1|2|2|2|2|2|2|2|2|
|GCA_007999585.1_ASM799958v1|2|2|2|2|2|2|2|2|
|GCA_007999605.1_ASM799960v1|2|2|2|2|2|2|2|2|
|GCA_007999625.1_ASM799962v1|2|2|2|2|2|2|2|2|
|GCA_007999635.1_ASM799963v1|2|2|2|2|2|2|2|2|
|GCA_007999645.1_ASM799964v1|2|2|2|2|2|2|2|2|
|GCA_007999665.1_ASM799966v1|2|2|2|2|2|2|2|2|
|GCA_007999705.1_ASM799970v1|2|2|2|2|2|2|2|2|
|GCA_007999725.1_ASM799972v1|2|2|2|2|2|2|2|2|
|GCA_007999745.1_ASM799974v1|2|2|2|2|2|2|2|2|
|GCA_007999755.1_ASM799975v1|2|2|2|2|2|2|2|2|
|GCA_007999765.1_ASM799976v1|2|2|2|2|2|2|2|2|
|GCA_007999805.1_ASM799980v1|2|2|2|2|2|2|2|2|
|GCA_007999815.1_ASM799981v1|2|2|2|2|2|2|2|2|
|GCA_007999855.1_ASM799985v1|2|2|2|2|2|2|2|2|
|GCA_007999875.1_ASM799987v1|2|2|2|2|2|2|2|2|
|GCA_007999885.1_ASM799988v1|2|2|2|2|2|2|2|2|
|GCA_007999905.1_ASM799990v1|2|2|2|2|2|2|2|2|
|GCA_007999945.1_ASM799994v1|2|2|2|2|2|2|2|2|
|GCA_007999955.1_ASM799995v1|2|2|2|2|2|2|2|2|
|GCA_007999985.1_ASM799998v1|2|2|2|2|2|2|2|2|
|GCA_008000025.2_ASM800002v2|2|2|2|2|2|2|2|2|
|GCA_008000045.1_ASM800004v1|2|2|2|2|2|2|2|2|
|GCA_008000065.1_ASM800006v1|2|2|2|2|2|2|2|2|
|GCA_008000075.1_ASM800007v1|2|2|2|2|2|2|2|2|
|GCA_008000085.1_ASM800008v1|2|2|2|2|2|2|2|2|
|GCA_008000095.1_ASM800009v1|2|2|2|2|2|2|2|2|
|GCA_008000125.1_ASM800012v1|2|2|2|2|2|2|2|2|
|GCA_008000175.1_ASM800017v1|2|2|2|2|2|2|2|2|
|GCA_008000235.1_ASM800023v1|2|2|2|2|2|2|2|2|
|GCA_008000275.1_ASM800027v1|2|2|2|2|2|2|2|2|
|GCA_008000715.1_ASM800071v1|2|2|2|2|2|2|2|2|
|GCA_008000725.1_ASM800072v1|2|2|2|2|2|2|2|2|
|GCA_008033255.2_ASM803325v2|2|2|2|2|2|2|2|2|
|GCA_008123485.1_ASM812348v1|10|1|3|2|1|4|4|4|
|GCA_008123545.1_ASM812354v1|10|1|3|2|1|4|4|4|
|GCA_008124045.1_ASM812404v1|294|40|3|2|2|4|35|4|
|GCA_008180145.1_ASM818014v1|730|26|6|2|2|29|4|5|
|GCA_008244865.1_ASM824486v1|2|2|2|2|2|2|2|2|
|GCA_008244885.1_ASM824488v1|2|2|2|2|2|2|2|2|
|GCA_008244905.1_ASM824490v1|2|2|2|2|2|2|2|2|
|GCA_008477565.1_ASM847756v1|15|6|6|8|2|3|5|4|
|GCA_008581385.1_ASM858138v1|213|3|3|7|1|7|1|4|
|GCA_008581485.1_ASM858148v1|152|8|1|5|3|6|2|3|
|GCA_008581605.1_ASM858160v1|237|3|5|7|26|7|1|4|
|GCA_008581715.1_ASM858171v1|152|8|1|5|3|6|2|3|
|GCA_008581785.1_ASM858178v1|152|8|1|5|3|6|2|3|
|GCA_008629755.1_ASM862975v1|2|2|2|2|2|2|2|2|
|GCA_008629945.1_ASM862994v1|2|2|2|2|2|2|2|2|
|GCA_008630895.1_ASM863089v1|437|3|2|2|2|30|4|28|
|GCA_008632635.1_ASM863263v1|46|5|12|11|2|14|9|14|
|GCA_008709565.1_AB_5464|2|2|2|2|2|2|2|2|
|GCA_008709585.1_AB_34301|10|1|3|2|1|4|4|4|
|GCA_008709665.1_AB_20858|2|2|2|2|2|2|2|2|
|GCA_008709675.1_AB29282|10|1|3|2|1|4|4|4|
|GCA_008709685.1_AB_2375|575|1|3|2|1|4|4|92|
|GCA_008709745.1_AB_16533|2|2|2|2|2|2|2|2|
|GCA_008726135.1_ASM872613v1|2|2|2|2|2|2|2|2|
|GCA_008764415.1_FS152|-|195?|~188|~184|72|~197|75|~170|
|GCA_008801795.1_ASM880179v1|46|5|12|11|2|14|9|14|
|GCA_008802935.1_ASM880293v1|203|3|4|2|2|7|1|2|
|GCA_008806435.1_ASM880643v1|2|2|2|2|2|2|2|2|
|GCA_008806475.1_ASM880647v1|2|2|2|2|2|2|2|2|
|GCA_008806485.1_ASM880648v1|2|2|2|2|2|2|2|2|
|GCA_008806495.1_ASM880649v1|1|1|1|1|1|5|1|1|
|GCA_008806505.1_ASM880650v1|2|2|2|2|2|2|2|2|
|GCA_008806535.1_ASM880653v1|638|100|3|14|1|7|1|4|
|GCA_008807055.1_ASM880705v1|2|2|2|2|2|2|2|2|
|GCA_008830715.1_ASM883071v1|25|3|3|2|4|7|2|4|
|GCA_008830785.1_ASM883078v1|2|2|2|2|2|2|2|2|
|GCA_008830795.1_ASM883079v1|2|2|2|2|2|2|2|2|
|GCA_008830805.1_ASM883080v1|2|2|2|2|2|2|2|2|
|GCA_008830835.1_ASM883083v1|2|2|2|2|2|2|2|2|
|GCA_008830855.1_ASM883085v1|2|2|2|2|2|2|2|2|
|GCA_008830885.1_ASM883088v1|1230|3|2|148|1|51|1|5|
|GCA_008830895.1_ASM883089v1|2|2|2|2|2|2|2|2|
|GCA_008830905.1_ASM883090v1|2|2|2|2|2|2|2|2|
|GCA_008830945.1_ASM883094v1|2|2|2|2|2|2|2|2|
|GCA_008830955.1_ASM883095v1|2|2|2|2|2|2|2|2|
|GCA_008830985.1_ASM883098v1|2|2|2|2|2|2|2|2|
|GCA_008830995.1_ASM883099v1|2|2|2|2|2|2|2|2|
|GCA_008831005.1_ASM883100v1|2|2|2|2|2|2|2|2|
|GCA_008931365.1_ASM893136v1|1547|13|3|7|3|7|1|16|
|GCA_009035845.1_ASM903584v1|52|3|2|2|7|9|1|5|
|GCA_009268055.1_ASM926805v1|328|1|1|1|25|5|1|2|
|GCA_009361735.1_ASM936173v1|575|1|3|2|1|4|4|92|
|GCA_009428985.1_ASM942898v1|623|1|1|2|1|5|1|1|
|GCA_009445385.1_ASM944538v1|78|25|3|6|2|28|1|29|
|GCA_009445395.1_ASM944539v1|78|25|3|6|2|28|1|29|
|GCA_009445405.1_ASM944540v1|19|1|2|1|1|5|1|1|
|GCA_009445415.1_ASM944541v1|78|25|3|6|2|28|1|29|
|GCA_009455505.1_ASM945550v1|2|2|2|2|2|2|2|2|
|GCA_009497435.1_ASM949743v1|328|1|1|1|25|5|1|2|
|GCA_009497495.1_ASM949749v1|328|1|1|1|25|5|1|2|
|GCA_009497505.1_ASM949750v1|328|1|1|1|25|5|1|2|
|GCA_009497515.1_ASM949751v1|328|1|1|1|25|5|1|2|
|GCA_009497535.1_ASM949753v1|328|1|1|1|25|5|1|2|
|GCA_009497575.1_ASM949757v1|328|1|1|1|25|5|1|2|
|GCA_009497595.1_ASM949759v1|328|1|1|1|25|5|1|2|
|GCA_009497615.1_ASM949761v1|328|1|1|1|25|5|1|2|
|GCA_009497995.1_ASM949799v1|422|26|72|2|2|29|4|5|
|GCA_009498335.1_ASM949833v1|2|2|2|2|2|2|2|2|
|GCA_009645235.1_ASM964523v1|25|3|3|2|4|7|2|4|
|GCA_009645275.1_ASM964527v1|25|3|3|2|4|7|2|4|
|GCA_009645285.1_ASM964528v1|25|3|3|2|4|7|2|4|
|GCA_009645335.1_ASM964533v1|25|3|3|2|4|7|2|4|
|GCA_009645345.1_ASM964534v1|25|3|3|2|4|7|2|4|
|GCA_009645365.1_ASM964536v1|25|3|3|2|4|7|2|4|
|GCA_009645395.1_ASM964539v1|25|3|3|2|4|7|2|4|
|GCA_009645415.1_ASM964541v1|25|3|3|2|4|7|2|4|
|GCA_009645425.1_ASM964542v1|25|3|3|2|4|7|2|4|
|GCA_009645465.1_ASM964546v1|25|3|3|2|4|7|2|4|
|GCA_009645495.1_ASM964549v1|25|3|3|2|4|7|2|4|
|GCA_009645505.1_ASM964550v1|25|3|3|2|4|7|2|4|
|GCA_009645525.1_ASM964552v1|25|3|3|2|4|7|2|4|
|GCA_009645575.1_ASM964557v1|25|3|3|2|4|7|2|4|
|GCA_009645595.1_ASM964559v1|25|3|3|2|4|7|2|4|
|GCA_009645605.1_ASM964560v1|25|3|3|2|4|7|2|4|
|GCA_009645635.1_ASM964563v1|25|3|3|2|4|7|2|4|
|GCA_009645645.1_ASM964564v1|25|3|3|2|4|7|2|4|
|GCA_009645675.1_ASM964567v1|25|3|3|2|4|7|2|4|
|GCA_009645685.1_ASM964568v1|25|3|3|2|4|7|2|4|
|GCA_009645705.1_ASM964570v1|25|3|3|2|4|7|2|4|
|GCA_009645745.1_ASM964574v1|25|3|3|2|4|7|2|4|
|GCA_009645775.1_ASM964577v1|25|3|3|2|4|7|2|4|
|GCA_009645805.1_ASM964580v1|25|3|3|2|4|7|2|4|
|GCA_009645815.1_ASM964581v1|25|3|3|2|4|7|2|4|
|GCA_009645825.1_ASM964582v1|25|3|3|2|4|7|2|4|
|GCA_009645905.1_ASM964590v1|25|3|3|2|4|7|2|4|
|GCA_009645915.1_ASM964591v1|25|3|3|2|4|7|2|4|
|GCA_009645925.1_ASM964592v1|25|3|3|2|4|7|2|4|
|GCA_009645975.1_ASM964597v1|25|3|3|2|4|7|2|4|
|GCA_009645995.1_ASM964599v1|25|3|3|2|4|7|2|4|
|GCA_009646005.1_ASM964600v1|25|3|3|2|4|7|2|4|
|GCA_009646015.1_ASM964601v1|25|3|3|2|4|7|2|4|
|GCA_009710715.1_ASM971071v1|636|2|1|2|2|2|1|1|
|GCA_009735745.1_ASM973574v1|2|2|2|2|2|2|2|2|
|GCA_009735775.1_ASM973577v1|2|2|2|2|2|2|2|2|
|GCA_009735845.1_ASM973584v1|2|2|2|2|2|2|2|2|
|GCA_009735865.1_ASM973586v1|2|2|2|2|2|2|2|2|
|GCA_009735875.1_ASM973587v1|2|2|2|2|2|2|2|2|
|GCA_009735885.1_ASM973588v1|2|2|2|2|2|2|2|2|
|GCA_009735915.1_ASM973591v1|2|2|2|2|2|2|2|2|
|GCA_009735945.1_ASM973594v1|2|2|2|2|2|2|2|2|
|GCA_009735965.1_ASM973596v1|2|2|2|2|2|2|2|2|
|GCA_009735985.1_ASM973598v1|2|2|2|2|2|2|2|2|
|GCA_009735995.1_ASM973599v1|2|2|2|2|2|2|2|2|
|GCA_009736025.1_ASM973602v1|2|2|2|2|2|2|2|2|
|GCA_009736045.1_ASM973604v1|2|2|2|2|2|2|2|2|
|GCA_009736065.1_ASM973606v1|2|2|2|2|2|2|2|2|
|GCA_009736075.1_ASM973607v1|2|2|2|2|2|2|2|2|
|GCA_009736095.1_ASM973609v1|2|2|2|2|2|2|2|2|
|GCA_009736115.1_ASM973611v1|2|2|2|2|2|2|2|2|
|GCA_009736145.1_ASM973614v1|10|1|3|2|1|4|4|4|
|GCA_009736155.1_ASM973615v1|2|2|2|2|2|2|2|2|
|GCA_009736185.1_ASM973618v1|2|2|2|2|2|2|2|2|
|GCA_009736195.1_ASM973619v1|10|1|3|2|1|4|4|4|
|GCA_009736205.1_ASM973620v1|2|2|2|2|2|2|2|2|
|GCA_009736245.1_ASM973624v1|2|2|2|2|2|2|2|2|
|GCA_009736255.1_ASM973625v1|10|1|3|2|1|4|4|4|
|GCA_009736285.1_ASM973628v1|2|2|2|2|2|2|2|2|
|GCA_009736295.1_ASM973629v1|2|2|2|2|2|2|2|2|
|GCA_009736305.1_ASM973630v1|2|2|2|2|2|2|2|2|
|GCA_009736345.1_ASM973634v1|2|2|2|2|2|2|2|2|
|GCA_009736355.1_ASM973635v1|10|1|3|2|1|4|4|4|
|GCA_009736385.1_ASM973638v1|2|2|2|2|2|2|2|2|
|GCA_009736395.1_ASM973639v1|2|2|2|2|2|2|2|2|
|GCA_009736405.1_ASM973640v1|2|2|2|2|2|2|2|2|
|GCA_009736445.1_ASM973644v1|2|2|2|2|2|2|2|2|
|GCA_009736455.1_ASM973645v1|2|2|2|2|2|2|2|2|
|GCA_009736485.1_ASM973648v1|2|2|2|2|2|2|2|2|
|GCA_009736505.1_ASM973650v1|2|2|2|2|2|2|2|2|
|GCA_009736525.1_ASM973652v1|2|2|2|2|2|2|2|2|
|GCA_009736545.1_ASM973654v1|2|2|2|2|2|2|2|2|
|GCA_009736555.1_ASM973655v1|2|2|2|2|2|2|2|2|
|GCA_009736565.1_ASM973656v1|2|2|2|2|2|2|2|2|
|GCA_009736605.1_ASM973660v1|2|2|2|2|2|2|2|2|
|GCA_009736625.1_ASM973662v1|2|2|2|2|2|2|2|2|
|GCA_009736645.1_ASM973664v1|2|2|2|2|2|2|2|2|
|GCA_009736655.1_ASM973665v1|2|2|2|2|2|2|2|2|
|GCA_009736665.1_ASM973666v1|2|2|2|2|2|2|2|2|
|GCA_009736705.1_ASM973670v1|2|2|2|2|2|2|2|2|
|GCA_009736725.1_ASM973672v1|2|2|2|2|2|2|2|2|
|GCA_009736745.1_ASM973674v1|2|2|2|2|2|2|2|2|
|GCA_009736755.1_ASM973675v1|2|2|2|2|2|2|2|2|
|GCA_009736765.1_ASM973676v1|2|2|2|2|2|2|2|2|
|GCA_009736805.1_ASM973680v1|2|2|2|2|2|2|2|2|
|GCA_009736815.1_ASM973681v1|2|2|2|2|2|2|2|2|
|GCA_009736845.1_ASM973684v1|2|2|2|2|2|2|2|2|
|GCA_009736865.1_ASM973686v1|2|2|2|2|2|2|2|2|
|GCA_009736875.1_ASM973687v1|2|2|2|2|2|2|2|2|
|GCA_009736905.1_ASM973690v1|2|2|2|2|2|2|2|2|
|GCA_009736925.1_ASM973692v1|2|2|2|2|2|2|2|2|
|GCA_009736935.1_ASM973693v1|2|2|2|2|2|2|2|2|
|GCA_009736965.1_ASM973696v1|2|2|2|2|2|2|2|2|
|GCA_009736975.1_ASM973697v1|2|2|2|2|2|2|2|2|
|GCA_009736995.1_ASM973699v1|2|2|2|2|2|2|2|2|
|GCA_009737245.1_ASM973724v1|2|2|2|2|2|2|2|2|
|GCA_009737295.1_ASM973729v1|2|2|2|2|2|2|2|2|
|GCA_009737325.1_ASM973732v1|2|2|2|2|2|2|2|2|
|GCA_009737345.1_ASM973734v1|2|2|2|2|2|2|2|2|
|GCA_009737365.1_ASM973736v1|2|2|2|2|2|2|2|2|
|GCA_009737375.1_ASM973737v1|2|2|2|2|2|2|2|2|
|GCA_009737385.1_ASM973738v1|2|2|2|2|2|2|2|2|
|GCA_009737425.1_ASM973742v1|2|2|2|2|2|2|2|2|
|GCA_009737435.1_ASM973743v1|2|2|2|2|2|2|2|2|
|GCA_009737465.1_ASM973746v1|2|2|2|2|2|2|2|2|
|GCA_009737475.1_ASM973747v1|2|2|2|2|2|2|2|2|
|GCA_009737505.1_ASM973750v1|2|2|2|2|2|2|2|2|
|GCA_009737525.1_ASM973752v1|2|2|2|2|2|2|2|2|
|GCA_009737545.1_ASM973754v1|2|2|2|2|2|2|2|2|
|GCA_009737565.1_ASM973756v1|2|2|2|2|2|2|2|2|
|GCA_009737575.1_ASM973757v1|2|2|2|2|2|2|2|2|
|GCA_009737595.1_ASM973759v1|2|2|2|2|2|2|2|2|
|GCA_009737625.1_ASM973762v1|2|2|2|2|2|2|2|2|
|GCA_009737635.1_ASM973763v1|2|2|2|2|2|2|2|2|
|GCA_009737665.1_ASM973766v1|2|2|2|2|2|2|2|2|
|GCA_009737675.1_ASM973767v1|2|2|2|2|2|2|2|2|
|GCA_009737685.1_ASM973768v1|2|2|2|2|2|2|2|2|
|GCA_009737695.1_ASM973769v1|2|2|2|2|2|2|2|2|
|GCA_009737735.1_ASM973773v1|193|3|1|7|1|7|2|4|
|GCA_009737765.1_ASM973776v1|2|2|2|2|2|2|2|2|
|GCA_009737775.1_ASM973777v1|2|2|2|2|2|2|2|2|
|GCA_009737785.1_ASM973778v1|2|2|2|2|2|2|2|2|
|GCA_009737795.1_ASM973779v1|2|2|2|2|2|2|2|2|
|GCA_009737805.1_ASM973780v1|2|2|2|2|2|2|2|2|
|GCA_009737865.1_ASM973786v1|2|2|2|2|2|2|2|2|
|GCA_009737885.1_ASM973788v1|2|2|2|2|2|2|2|2|
|GCA_009737895.1_ASM973789v1|2|2|2|2|2|2|2|2|
|GCA_009737905.1_ASM973790v1|2|2|2|2|2|2|2|2|
|GCA_009737915.1_ASM973791v1|2|2|2|2|2|2|2|2|
|GCA_009737925.1_ASM973792v1|2|2|2|2|2|2|2|2|
|GCA_009737985.1_ASM973798v1|2|2|2|2|2|2|2|2|
|GCA_009738015.1_ASM973801v1|2|2|2|2|2|2|2|2|
|GCA_009738065.1_ASM973806v1|2|2|2|2|2|2|2|2|
|GCA_009740145.1_ASM974014v1|150|39|2|2|2|4|27|4|
|GCA_009753645.1_ASM975364v1|2|2|2|2|2|2|2|2|
|GCA_009753665.1_ASM975366v1|2|2|2|2|2|2|2|2|
|GCA_009753685.1_ASM975368v1|2|2|2|2|2|2|2|2|
|GCA_009753745.1_ASM975374v1|2|2|2|2|2|2|2|2|
|GCA_009753775.1_ASM975377v1|23|1|3|10|1|4|4|4|
|GCA_009753845.1_ASM975384v1|2|2|2|2|2|2|2|2|
|GCA_009753855.1_ASM975385v1|2|2|2|2|2|2|2|2|
|GCA_009753885.1_ASM975388v1|2|2|2|2|2|2|2|2|
|GCA_009753905.1_ASM975390v1|2|2|2|2|2|2|2|2|
|GCA_009753915.1_ASM975391v1|2|2|2|2|2|2|2|2|
|GCA_009753925.1_ASM975392v1|2|2|2|2|2|2|2|2|
|GCA_009753965.1_ASM975396v1|2|2|2|2|2|2|2|2|
|GCA_009753995.1_ASM975399v1|2|2|2|2|2|2|2|2|
|GCA_009754005.1_ASM975400v1|2|2|2|2|2|2|2|2|
|GCA_009754965.1_ASM975496v1|1|1|1|1|1|5|1|1|
|GCA_009754985.1_ASM975498v1|374|3|2|2|2|3|4|4|
|GCA_009758295.1_ASM975829v1|2|2|2|2|2|2|2|2|
|GCA_009758335.1_ASM975833v1|2|2|2|2|2|2|2|2|
|GCA_009758395.1_ASM975839v1|2|2|2|2|2|2|2|2|
|GCA_009759685.1_ASM975968v1|52|3|2|2|7|9|1|5|
|GCA_009759905.1_ASM975990v1|2|2|2|2|2|2|2|2|
|GCA_009759915.1_ASM975991v1|1|1|1|1|1|5|1|1|
|GCA_009759925.1_ASM975992v1|2|2|2|2|2|2|2|2|
|GCA_009759935.1_ASM975993v1|2|2|2|2|2|2|2|2|
|GCA_009759985.1_ASM975998v1|2|2|2|2|2|2|2|2|
|GCA_009759995.1_ASM975999v1|2|2|2|2|2|2|2|2|
|GCA_009760005.1_ASM976000v1|2|2|2|2|2|2|2|2|
|GCA_009760015.1_ASM976001v1|2|2|2|2|2|2|2|2|
|GCA_009760065.1_ASM976006v1|2|2|2|2|2|2|2|2|
|GCA_009760075.1_ASM976007v1|2|2|2|2|2|2|2|2|
|GCA_009760085.1_ASM976008v1|2|2|2|2|2|2|2|2|
|GCA_009760105.1_ASM976010v1|2|2|2|2|2|2|2|2|
|GCA_009760145.1_ASM976014v1|2|2|2|2|2|2|2|2|
|GCA_009760155.1_ASM976015v1|2|2|2|2|2|2|2|2|
|GCA_009760165.1_ASM976016v1|2|2|2|2|2|2|2|2|
|GCA_009760175.1_ASM976017v1|2|2|2|2|2|2|2|2|
|GCA_009760225.1_ASM976022v1|2|2|2|2|2|2|2|2|
|GCA_009760235.1_ASM976023v1|2|2|2|2|2|2|2|2|
|GCA_009760245.1_ASM976024v1|2|2|2|2|2|2|2|2|
|GCA_009760285.1_ASM976028v1|2|2|2|2|2|2|2|2|
|GCA_009760305.1_ASM976030v1|2|2|2|2|2|2|2|2|
|GCA_009760315.1_ASM976031v1|2|2|2|2|2|2|2|2|
|GCA_009760325.1_ASM976032v1|2|2|2|2|2|2|2|2|
|GCA_009760365.1_ASM976036v1|2|2|2|2|2|2|2|2|
|GCA_009760385.1_ASM976038v1|2|2|2|2|2|2|2|2|
|GCA_009760445.1_ASM976044v1|2|2|2|2|2|2|2|2|
|GCA_009760455.1_ASM976045v1|2|2|2|2|2|2|2|2|
|GCA_009760475.1_ASM976047v1|1|1|1|1|1|5|1|1|
|GCA_009760485.1_ASM976048v1|1|1|1|1|1|5|1|1|
|GCA_009760525.1_ASM976052v1|2|2|2|2|2|2|2|2|
|GCA_009760535.1_ASM976053v1|2|2|2|2|2|2|2|2|
|GCA_009760565.1_ASM976056v1|2|2|2|2|2|2|2|2|
|GCA_009760575.1_ASM976057v1|2|2|2|2|2|2|2|2|
|GCA_009760605.1_ASM976060v1|2|2|2|2|2|2|2|2|
|GCA_009760625.1_ASM976062v1|2|2|2|2|2|2|2|2|
|GCA_009760635.1_ASM976063v1|2|2|2|2|2|2|2|2|
|GCA_009760645.1_ASM976064v1|2|2|2|2|2|2|2|2|
|GCA_009760685.1_ASM976068v1|2|2|2|2|2|2|2|2|
|GCA_009760705.1_ASM976070v1|2|2|2|2|2|2|2|2|
|GCA_009760715.1_ASM976071v1|2|2|2|2|2|2|2|2|
|GCA_009760725.1_ASM976072v1|2|2|2|2|2|2|2|2|
|GCA_009760775.1_ASM976077v1|2|2|2|2|2|2|2|2|
|GCA_009828675.1_ASM982867v1|162|3|2|2|2|2|4|8|
|GCA_009829525.1_ASM982952v1|79|26|2|2|2|29|4|5|
|GCA_009829535.1_ASM982953v1|79|26|2|2|2|29|4|5|
|GCA_009829545.1_ASM982954v1|1|1|1|1|1|5|1|1|
|GCA_009829555.1_ASM982955v1|1448|3|3|2|4|7|114|4|
|GCA_009829595.1_ASM982959v1|25|3|3|2|4|7|2|4|
|GCA_009829755.1_ASM982975v1|15|6|6|8|2|3|5|4|
|GCA_009833005.1_ASM983300v1|825|3|2|2|2|7|4|4|
|GCA_009857695.1_ASM985769v1|126|3|2|7|2|7|1|3|
|GCA_009857705.1_ASM985770v1|10|1|3|2|1|4|4|4|
|GCA_009887785.1_ASM988778v1|19|1|2|1|1|5|1|1|
|GCA_009887795.1_ASM988779v1|400|3|3|55|2|66|1|5|
|GCA_009887905.1_ASM988790v1|1|1|1|1|1|5|1|1|
|GCA_009887985.1_ASM988798v1|78|25|3|6|2|28|1|29|
|GCA_009888065.1_ASM988806v1|400|3|3|55|2|66|1|5|
|GCA_009898245.1_ASM989824v1|15|6|6|8|2|3|5|4|
|GCA_009901665.1_ASM990166v1|400|3|3|55|2|66|1|5|
|GCA_009901675.1_ASM990167v1|19|1|2|1|1|5|1|1|
|GCA_009901705.1_ASM990170v1|19|1|2|1|1|5|1|1|
|GCA_009910195.1_ASM991019v1|79|26|2|2|2|29|4|5|
|GCA_009910215.1_ASM991021v1|79|26|2|2|2|29|4|5|
|GCA_010178615.1_ASM1017861v1|2|2|2|2|2|2|2|2|
|GCA_010178625.1_ASM1017862v1|2|2|2|2|2|2|2|2|
|GCA_010178645.1_ASM1017864v1|2|2|2|2|2|2|2|2|
|GCA_010178695.1_ASM1017869v1|2|2|2|2|2|2|2|2|
|GCA_010178715.1_ASM1017871v1|2|2|2|2|2|2|2|2|
|GCA_010178725.1_ASM1017872v1|2|2|2|2|2|2|2|2|
|GCA_010178735.1_ASM1017873v1|2|2|2|2|2|2|2|2|
|GCA_010178765.1_ASM1017876v1|2|2|2|2|2|2|2|2|
|GCA_010178795.1_ASM1017879v1|187|2|2|2|2|2|2|43|
|GCA_010178815.1_ASM1017881v1|2|2|2|2|2|2|2|2|
|GCA_010178825.1_ASM1017882v1|2|2|2|2|2|2|2|2|
|GCA_010178835.1_ASM1017883v1|2|2|2|2|2|2|2|2|
|GCA_010178855.1_ASM1017885v1|2|2|2|2|2|2|2|2|
|GCA_010178895.1_ASM1017889v1|2|2|2|2|2|2|2|2|
|GCA_010178915.1_ASM1017891v1|-|5|2|4|2|2|2|2|
|GCA_010178925.1_ASM1017892v1|2|2|2|2|2|2|2|2|
|GCA_010178945.1_ASM1017894v1|2|2|2|2|2|2|2|2|
|GCA_010178955.1_ASM1017895v1|2|2|2|2|2|2|2|2|
|GCA_010178985.1_ASM1017898v1|-|2|2|13?|2|2|2|2|
|GCA_010179015.1_ASM1017901v1|2|2|2|2|2|2|2|2|
|GCA_010179035.1_ASM1017903v1|2|2|2|2|2|2|2|2|
|GCA_010179055.1_ASM1017905v1|2|2|2|2|2|2|2|2|
|GCA_010179065.1_ASM1017906v1|2|2|2|2|2|2|2|2|
|GCA_010179075.1_ASM1017907v1|2|2|2|2|2|2|2|2|
|GCA_010179105.1_ASM1017910v1|2|2|2|2|2|2|2|2|
|GCA_010179135.1_ASM1017913v1|2|2|2|2|2|2|2|2|
|GCA_010179145.1_ASM1017914v1|25|3|3|2|4|7|2|4|
|GCA_010179175.1_ASM1017917v1|2|2|2|2|2|2|2|2|
|GCA_010179185.1_ASM1017918v1|2|2|2|2|2|2|2|2|
|GCA_010179205.1_ASM1017920v1|2|2|2|2|2|2|2|2|
|GCA_010179235.1_ASM1017923v1|2|2|2|2|2|2|2|2|
|GCA_010179245.1_ASM1017924v1|2|2|2|2|2|2|2|2|
|GCA_010179275.1_ASM1017927v1|2|2|2|2|2|2|2|2|
|GCA_010179285.1_ASM1017928v1|2|2|2|2|2|2|2|2|
|GCA_010179295.1_ASM1017929v1|2|2|2|2|2|2|2|2|
|GCA_010179335.1_ASM1017933v1|2|2|2|2|2|2|2|2|
|GCA_010179355.1_ASM1017935v1|2|2|2|2|2|2|2|2|
|GCA_010179375.1_ASM1017937v1|2|2|2|2|2|2|2|2|
|GCA_010179385.1_ASM1017938v1|2|2|2|2|2|2|2|2|
|GCA_010179395.1_ASM1017939v1|187|2|2|2|2|2|2|43|
|GCA_010179435.1_ASM1017943v1|2|2|2|2|2|2|2|2|
|GCA_010179455.1_ASM1017945v1|2|2|2|2|2|2|2|2|
|GCA_010179475.1_ASM1017947v1|2|2|2|2|2|2|2|2|
|GCA_010179495.1_ASM1017949v1|149|3|12|11|2|14|9|14|
|GCA_010179515.1_ASM1017951v1|2|2|2|2|2|2|2|2|
|GCA_010179525.1_ASM1017952v1|25|3|3|2|4|7|2|4|
|GCA_010179545.1_ASM1017954v1|2|2|2|2|2|2|2|2|
|GCA_010179575.1_ASM1017957v1|2|2|2|2|2|2|2|2|
|GCA_010179585.1_ASM1017958v1|2|2|2|2|2|2|2|2|
|GCA_010499635.1_ASM1049963v1|2|2|2|2|2|2|2|2|
|GCA_010499675.1_ASM1049967v1|2|2|2|2|2|2|2|2|
|GCA_010499685.1_ASM1049968v1|2|2|2|2|2|2|2|2|
|GCA_010499705.1_ASM1049970v1|2|2|2|2|2|2|2|2|
|GCA_010499735.1_ASM1049973v1|25|3|3|2|4|7|2|4|
|GCA_010499755.1_ASM1049975v1|-|3|3|2|1|5|1|1|
|GCA_010499775.1_ASM1049977v1|10|1|3|2|1|4|4|4|
|GCA_010499785.1_ASM1049978v1|103|7|3|2|1|7|1|4|
|GCA_010499805.1_ASM1049980v1|2|2|2|2|2|2|2|2|
|GCA_010499835.1_ASM1049983v1|-|3|3|2|1|5|1|1|
